"No.","Time","Source","Destination","Protocol","Length","Info"
"517","7.912077","157.253.230.90","157.253.212.244","FTP-DATA","1304","FTP Data: 1238 bytes (PORT) (RETR 650k.jpg)"
"518","7.912077","157.253.230.90","157.253.212.244","FTP-DATA","1304","FTP Data: 1238 bytes (PORT) (RETR 650k.jpg)"
"519","7.912077","157.253.230.90","157.253.212.244","FTP-DATA","1304","FTP Data: 1238 bytes (PORT) (RETR 650k.jpg)"
"520","7.912077","157.253.230.90","157.253.212.244","FTP-DATA","1304","FTP Data: 1238 bytes (PORT) (RETR 650k.jpg)"
"521","7.912077","157.253.230.90","157.253.212.244","FTP-DATA","1304","FTP Data: 1238 bytes (PORT) (RETR 650k.jpg)"
"522","7.912077","157.253.230.90","157.253.212.244","FTP-DATA","1304","FTP Data: 1238 bytes (PORT) (RETR 650k.jpg)"
"523","7.912253","157.253.212.244","157.253.230.90","TCP","66","52548  >  20 [ACK] Seq=1 Ack=614049 Win=524800 Len=0 TSval=1878293139 TSecr=878323142"
"524","7.915967","157.253.230.90","157.253.212.244","FTP-DATA","1304","FTP Data: 1238 bytes (PORT) (RETR 650k.jpg)"
"525","7.915967","157.253.230.90","157.253.212.244","FTP-DATA","1304","FTP Data: 1238 bytes (PORT) (RETR 650k.jpg)"
"526","7.915967","157.253.230.90","157.253.212.244","FTP-DATA","1304","FTP Data: 1238 bytes (PORT) (RETR 650k.jpg)"
"527","7.915967","157.253.230.90","157.253.212.244","FTP-DATA","1304","FTP Data: 1238 bytes (PORT) (RETR 650k.jpg)"
"528","7.915967","157.253.230.90","157.253.212.244","FTP-DATA","1304","FTP Data: 1238 bytes (PORT) (RETR 650k.jpg)"
"529","7.915967","157.253.230.90","157.253.212.244","FTP-DATA","1304","FTP Data: 1238 bytes (PORT) (RETR 650k.jpg)"
"530","7.915967","157.253.230.90","157.253.212.244","FTP-DATA","1304","FTP Data: 1238 bytes (PORT) (RETR 650k.jpg)"
"531","7.915967","157.253.230.90","157.253.212.244","FTP-DATA","1304","FTP Data: 1238 bytes (PORT) (RETR 650k.jpg)"
"532","7.915967","157.253.230.90","157.253.212.244","FTP-DATA","1304","FTP Data: 1238 bytes (PORT) (RETR 650k.jpg)"
"533","7.915967","157.253.230.90","157.253.212.244","FTP-DATA","1304","FTP Data: 1238 bytes (PORT) (RETR 650k.jpg)"
"534","7.915967","157.253.230.90","157.253.212.244","FTP-DATA","1304","FTP Data: 1238 bytes (PORT) (RETR 650k.jpg)"
"535","7.916123","157.253.212.244","157.253.230.90","TCP","66","52548  >  20 [ACK] Seq=1 Ack=627667 Win=524800 Len=0 TSval=1878293143 TSecr=878323143"
"536","7.971442","157.253.230.90","157.253.212.244","FTP-DATA","2542","FTP Data: 2476 bytes (PORT) (RETR 650k.jpg)"
"537","7.971580","157.253.212.244","157.253.230.90","TCP","66","52548  >  20 [ACK] Seq=1 Ack=630143 Win=524800 Len=0 TSval=1878293198 TSecr=878323158"
"538","7.999317","157.253.230.90","157.253.212.244","FTP-DATA","1304","FTP Data: 1238 bytes (PORT) (RETR 650k.jpg)"
"539","7.999317","157.253.230.90","157.253.212.244","FTP-DATA","1304","FTP Data: 1238 bytes (PORT) (RETR 650k.jpg)"
"540","7.999317","157.253.230.90","157.253.212.244","FTP-DATA","1304","FTP Data: 1238 bytes (PORT) (RETR 650k.jpg)"
"541","7.999317","157.253.230.90","157.253.212.244","FTP-DATA","1304","FTP Data: 1238 bytes (PORT) (RETR 650k.jpg)"
"542","7.999317","157.253.230.90","157.253.212.244","FTP-DATA","1304","FTP Data: 1238 bytes (PORT) (RETR 650k.jpg)"
"543","7.999317","157.253.230.90","157.253.212.244","FTP-DATA","1304","FTP Data: 1238 bytes (PORT) (RETR 650k.jpg)"
"544","7.999451","157.253.212.244","157.253.230.90","TCP","66","52548  >  20 [ACK] Seq=1 Ack=637571 Win=524800 Len=0 TSval=1878293226 TSecr=878323159"
"545","8.005164","157.253.230.90","157.253.212.244","FTP-DATA","1304","FTP Data: 1238 bytes (PORT) (RETR 650k.jpg)"
"546","8.005164","157.253.230.90","157.253.212.244","FTP-DATA","1304","FTP Data: 1238 bytes (PORT) (RETR 650k.jpg)"
"547","8.005164","157.253.230.90","157.253.212.244","FTP-DATA","1304","FTP Data: 1238 bytes (PORT) (RETR 650k.jpg)"
"548","8.005164","157.253.230.90","157.253.212.244","FTP-DATA","1304","FTP Data: 1238 bytes (PORT) (RETR 650k.jpg)"
"549","8.005164","157.253.230.90","157.253.212.244","FTP-DATA","1304","FTP Data: 1238 bytes (PORT) (RETR 650k.jpg)"
"550","8.005164","157.253.230.90","157.253.212.244","FTP-DATA","1304","FTP Data: 1238 bytes (PORT) (RETR 650k.jpg)"
"551","8.005164","157.253.230.90","157.253.212.244","FTP-DATA","1304","FTP Data: 1238 bytes (PORT) (RETR 650k.jpg)"
"552","8.005164","157.253.230.90","157.253.212.244","FTP-DATA","1304","FTP Data: 1238 bytes (PORT) (RETR 650k.jpg)"
"553","8.005164","157.253.230.90","157.253.212.244","FTP-DATA","1304","FTP Data: 1238 bytes (PORT) (RETR 650k.jpg)"
"554","8.005164","157.253.230.90","157.253.212.244","FTP-DATA","1304","FTP Data: 1238 bytes (PORT) (RETR 650k.jpg)"
"555","8.005164","157.253.230.90","157.253.212.244","FTP-DATA","1304","FTP Data: 1238 bytes (PORT) (RETR 650k.jpg)"
"556","8.005164","157.253.230.90","157.253.212.244","FTP-DATA","1304","FTP Data: 1238 bytes (PORT) (RETR 650k.jpg)"
"557","8.005164","157.253.230.90","157.253.212.244","FTP-DATA","1304","FTP Data: 1238 bytes (PORT) (RETR 650k.jpg)"
"558","8.005357","157.253.212.244","157.253.230.90","TCP","66","52548  >  20 [ACK] Seq=1 Ack=653665 Win=524800 Len=0 TSval=1878293232 TSecr=878323206"
"559","8.006504","157.253.230.90","157.253.212.244","FTP-DATA","1304","FTP Data: 1238 bytes (PORT) (RETR 650k.jpg)"
"560","8.006504","157.253.230.90","157.253.212.244","FTP-DATA","1304","FTP Data: 1238 bytes (PORT) (RETR 650k.jpg)"
"561","8.006599","157.253.212.244","157.253.230.90","TCP","66","52548  >  20 [ACK] Seq=1 Ack=656141 Win=524800 Len=0 TSval=1878293233 TSecr=878323215"
"562","8.033000","157.253.230.90","157.253.212.244","FTP-DATA","1304","FTP Data: 1238 bytes (PORT) (RETR 650k.jpg)"
"563","8.033111","157.253.212.244","157.253.230.90","TCP","66","52548  >  20 [ACK] Seq=1 Ack=657379 Win=524800 Len=0 TSval=1878293260 TSecr=878323215"
"564","8.034055","157.253.230.90","157.253.212.244","FTP-DATA","1304","FTP Data: 1238 bytes (PORT) (RETR 650k.jpg)"
"565","8.034055","157.253.230.90","157.253.212.244","FTP-DATA","1304","FTP Data: 1238 bytes (PORT) (RETR 650k.jpg)"
"566","8.034055","157.253.230.90","157.253.212.244","FTP-DATA","1304","FTP Data: 1238 bytes (PORT) (RETR 650k.jpg)"
"567","8.034055","157.253.230.90","157.253.212.244","FTP-DATA","1135","FTP Data: 1069 bytes (PORT) (RETR 650k.jpg)"
"568","8.034055","52.108.102.2","157.253.212.244","TLSv1.2","87","Application Data"
"569","8.034228","157.253.212.244","157.253.230.90","TCP","66","52548  >  20 [ACK] Seq=1 Ack=662163 Win=524800 Len=0 TSval=1878293261 TSecr=878323215"
"570","8.037188","157.253.212.244","157.253.230.90","TCP","66","52548  >  20 [FIN, ACK] Seq=1 Ack=662163 Win=524800 Len=0 TSval=1878293264 TSecr=878323215"
"571","8.075478","157.253.230.90","157.253.212.244","TCP","66","20  >  52548 [ACK] Seq=662163 Ack=2 Win=64256 Len=0 TSval=878323623 TSecr=1878293264"
"572","8.077023","157.253.230.90","157.253.212.244","FTP","78","Response: 226 Transfer complete."
"573","8.078468","157.253.212.244","52.108.102.2","TCP","54","52755  >  443 [ACK] Seq=1 Ack=34 Win=258 Len=0"
"574","8.125342","157.253.212.244","157.253.230.90","TCP","54","52534  >  21 [ACK] Seq=45 Ack=146 Win=7830 Len=0"
"575","8.792953","20.7.2.167","157.253.212.244","TLSv1.2","433","Application Data"
"576","8.810416","157.253.212.244","20.7.2.167","TLSv1.2","188","Application Data"
"577","8.869613","157.253.212.244","157.240.6.53","TCP","54","52513  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1023 Len=0"
"578","8.870505","157.253.212.244","31.13.93.53","TCP","54","52516  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1021 Len=0"
"579","8.870659","157.253.212.244","157.240.6.53","TCP","54","52515  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1021 Len=0"
"580","8.875318","157.240.6.53","157.253.212.244","TCP","54","443  >  52513 [RST] Seq=1 Win=0 Len=0"
"581","8.905784","157.240.6.53","157.253.212.244","TCP","54","443  >  52515 [RST] Seq=1 Win=0 Len=0"
"582","8.936858","20.7.2.167","157.253.212.244","TCP","54","443  >  59556 [ACK] Seq=380 Ack=135 Win=7924 Len=0"
"583","8.958650","31.13.93.53","157.253.212.244","TCP","54","443  >  52516 [RST] Seq=1 Win=0 Len=0"
"584","9.055449","157.253.212.244","157.240.6.54","TCP","66","52552  >  5222 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"585","9.067051","157.240.6.54","157.253.212.244","TCP","66","5222  >  52552 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1250 SACK_PERM=1 WS=256"
"586","9.067141","157.253.212.244","157.240.6.54","TCP","54","52552  >  5222 [ACK] Seq=1 Ack=1 Win=66048 Len=0"
"587","9.067779","157.253.212.244","157.240.6.54","TCP","296","52552  >  5222 [PSH, ACK] Seq=1 Ack=1 Win=66048 Len=242 [TCP segment of a reassembled PDU]"
"588","9.241033","157.240.6.54","157.253.212.244","TCP","111","5222  >  52552 [PSH, ACK] Seq=1 Ack=243 Win=66816 Len=57 [TCP segment of a reassembled PDU]"
"589","9.241033","157.240.6.54","157.253.212.244","TCP","107","5222  >  52552 [PSH, ACK] Seq=58 Ack=243 Win=66816 Len=53 [TCP segment of a reassembled PDU]"
"590","9.241033","157.240.6.54","157.253.212.244","TCP","107","[TCP Retransmission] 5222  >  52552 [PSH, ACK] Seq=58 Ack=243 Win=66816 Len=53"
"591","9.241101","157.253.212.244","157.240.6.54","TCP","66","52552  >  5222 [ACK] Seq=243 Ack=111 Win=66048 Len=0 SLE=58 SRE=111"
"592","9.249039","157.253.212.244","157.240.6.54","TCP","79","52552  >  5222 [PSH, ACK] Seq=243 Ack=111 Win=66048 Len=25 [TCP segment of a reassembled PDU]"
"593","9.256478","157.240.6.54","157.253.212.244","TCP","54","5222  >  52552 [ACK] Seq=111 Ack=268 Win=66816 Len=0"
"594","9.312186","157.240.6.54","157.253.212.244","TCP","100","5222  >  52552 [PSH, ACK] Seq=111 Ack=268 Win=66816 Len=46 [TCP segment of a reassembled PDU]"
"595","9.317608","157.240.6.54","157.253.212.244","TCP","107","5222  >  52552 [PSH, ACK] Seq=157 Ack=268 Win=66816 Len=53 [TCP segment of a reassembled PDU]"
"596","9.317657","157.253.212.244","157.240.6.54","TCP","54","52552  >  5222 [ACK] Seq=268 Ack=210 Win=65792 Len=0"
"597","9.318144","157.253.212.244","157.240.6.54","TCP","87","52552  >  5222 [PSH, ACK] Seq=268 Ack=210 Win=65792 Len=33 [TCP segment of a reassembled PDU]"
"598","9.318336","157.253.212.244","157.240.6.54","TCP","126","52552  >  5222 [PSH, ACK] Seq=301 Ack=210 Win=65792 Len=72 [TCP segment of a reassembled PDU]"
"599","9.318410","157.253.212.244","157.240.6.54","TCP","92","52552  >  5222 [PSH, ACK] Seq=373 Ack=210 Win=65792 Len=38 [TCP segment of a reassembled PDU]"
"600","9.318599","157.253.212.244","157.240.6.54","TCP","105","52552  >  5222 [PSH, ACK] Seq=411 Ack=210 Win=65792 Len=51 [TCP segment of a reassembled PDU]"
"601","9.321445","157.253.212.244","157.240.6.54","TCP","185","52552  >  5222 [PSH, ACK] Seq=462 Ack=210 Win=65792 Len=131 [TCP segment of a reassembled PDU]"
"602","9.336124","157.240.6.54","157.253.212.244","TCP","54","5222  >  52552 [ACK] Seq=210 Ack=301 Win=66816 Len=0"
"603","9.336124","157.240.6.54","157.253.212.244","TCP","54","5222  >  52552 [ACK] Seq=210 Ack=373 Win=66816 Len=0"
"604","9.336124","157.240.6.54","157.253.212.244","TCP","54","5222  >  52552 [ACK] Seq=210 Ack=411 Win=66816 Len=0"
"605","9.336124","157.240.6.54","157.253.212.244","TCP","54","5222  >  52552 [ACK] Seq=210 Ack=462 Win=66816 Len=0"
"606","9.341173","157.240.6.54","157.253.212.244","TCP","54","5222  >  52552 [ACK] Seq=210 Ack=593 Win=67840 Len=0"
"607","9.411756","157.240.6.54","157.253.212.244","TCP","107","5222  >  52552 [PSH, ACK] Seq=210 Ack=593 Win=67840 Len=53 [TCP segment of a reassembled PDU]"
"608","9.411756","157.240.6.54","157.253.212.244","TCP","404","5222  >  52552 [PSH, ACK] Seq=263 Ack=593 Win=67840 Len=350 [TCP segment of a reassembled PDU]"
"609","9.411756","157.240.6.54","157.253.212.244","XMPP/XML","91","UNKNOWN PACKET "
"610","9.411861","157.253.212.244","157.240.6.54","TCP","54","52552  >  5222 [ACK] Seq=593 Ack=650 Win=65536 Len=0"
"611","9.418922","157.253.212.244","157.240.6.54","TCP","100","52552  >  5222 [PSH, ACK] Seq=593 Ack=650 Win=65536 Len=46 [TCP segment of a reassembled PDU]"
"612","9.419745","157.253.212.244","157.240.6.54","TCP","100","52552  >  5222 [PSH, ACK] Seq=639 Ack=650 Win=65536 Len=46 [TCP segment of a reassembled PDU]"
"613","9.433335","157.240.6.54","157.253.212.244","TCP","113","5222  >  52552 [PSH, ACK] Seq=650 Ack=593 Win=67840 Len=59 [TCP segment of a reassembled PDU]"
"614","9.433335","157.240.6.54","157.253.212.244","TCP","115","5222  >  52552 [PSH, ACK] Seq=709 Ack=593 Win=67840 Len=61 [TCP segment of a reassembled PDU]"
"615","9.433335","157.240.6.54","157.253.212.244","TCP","54","5222  >  52552 [ACK] Seq=770 Ack=639 Win=67840 Len=0"
"616","9.433335","157.240.6.54","157.253.212.244","TCP","54","5222  >  52552 [ACK] Seq=770 Ack=685 Win=67840 Len=0"
"617","9.433456","157.253.212.244","157.240.6.54","TCP","54","52552  >  5222 [ACK] Seq=685 Ack=770 Win=65280 Len=0"
"618","9.450844","157.240.6.54","157.253.212.244","TCP","493","5222  >  52552 [PSH, ACK] Seq=770 Ack=685 Win=67840 Len=439 [TCP segment of a reassembled PDU]"
"619","9.458801","157.253.212.244","157.240.6.54","TCP","118","52552  >  5222 [PSH, ACK] Seq=685 Ack=1209 Win=65024 Len=64 [TCP segment of a reassembled PDU]"
"620","9.459265","157.253.212.244","157.240.6.54","TCP","92","52552  >  5222 [PSH, ACK] Seq=749 Ack=1209 Win=65024 Len=38 [TCP segment of a reassembled PDU]"
"621","9.463233","157.240.6.54","157.253.212.244","TCP","54","5222  >  52552 [ACK] Seq=1209 Ack=787 Win=67840 Len=0"
"622","9.486247","157.253.212.244","157.240.6.53","TCP","66","52553  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"623","9.499668","157.240.6.54","157.253.212.244","TCP","183","5222  >  52552 [PSH, ACK] Seq=1209 Ack=787 Win=67840 Len=129 [TCP segment of a reassembled PDU]"
"624","9.499668","157.240.6.54","157.253.212.244","TCP","135","5222  >  52552 [PSH, ACK] Seq=1338 Ack=787 Win=67840 Len=81 [TCP segment of a reassembled PDU]"
"625","9.499668","157.240.6.53","157.253.212.244","TCP","66","443  >  52553 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1250 SACK_PERM=1 WS=256"
"626","9.499757","157.253.212.244","157.240.6.54","TCP","54","52552  >  5222 [ACK] Seq=787 Ack=1419 Win=66048 Len=0"
"627","9.499806","157.253.212.244","157.240.6.53","TCP","54","52553  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"628","9.500750","157.253.212.244","157.240.6.53","TLSv1.3","523","Client Hello"
"629","9.519825","157.240.6.53","157.253.212.244","TCP","54","443  >  52553 [ACK] Seq=1 Ack=470 Win=66816 Len=0"
"630","9.519825","157.240.6.53","157.253.212.244","TLSv1.3","266","Server Hello, Change Cipher Spec, Application Data"
"631","9.519870","157.253.212.244","157.240.6.53","TCP","54","52553  >  443 [ACK] Seq=470 Ack=213 Win=261888 Len=0"
"632","9.521031","157.253.212.244","157.240.6.53","TLSv1.3","118","Change Cipher Spec, Application Data"
"633","9.521322","157.253.212.244","157.240.6.53","TLSv1.3","134","Application Data"
"634","9.522419","157.253.212.244","157.240.6.53","TLSv1.3","297","Application Data"
"635","9.527000","157.240.6.53","157.253.212.244","TCP","54","443  >  52553 [ACK] Seq=213 Ack=614 Win=66816 Len=0"
"636","9.528410","157.240.6.53","157.253.212.244","TLSv1.3","225","Application Data"
"637","9.528410","157.240.6.53","157.253.212.244","TLSv1.3","128","Application Data"
"638","9.528410","157.240.6.53","157.253.212.244","TLSv1.3","98","Application Data"
"639","9.528410","157.240.6.53","157.253.212.244","TCP","1304","443  >  52553 [ACK] Seq=502 Ack=857 Win=67840 Len=1250 [TCP segment of a reassembled PDU]"
"640","9.528457","157.253.212.244","157.240.6.53","TCP","54","52553  >  443 [ACK] Seq=857 Ack=1752 Win=262144 Len=0"
"641","9.529199","157.253.212.244","157.240.6.53","TLSv1.3","85","Application Data"
"642","9.531673","157.240.6.53","157.253.212.244","TLSv1.3","1304","Application Data [TCP segment of a reassembled PDU]"
"643","9.531673","157.240.6.53","157.253.212.244","TCP","1304","443  >  52553 [ACK] Seq=3002 Ack=857 Win=67840 Len=1250 [TCP segment of a reassembled PDU]"
"644","9.531673","157.240.6.53","157.253.212.244","TLSv1.3","539","Application Data"
"645","9.531725","157.253.212.244","157.240.6.53","TCP","54","52553  >  443 [ACK] Seq=888 Ack=4737 Win=262144 Len=0"
"646","9.562033","157.240.6.54","157.253.212.244","TCP","95","5222  >  52552 [PSH, ACK] Seq=1419 Ack=787 Win=67840 Len=41 [TCP segment of a reassembled PDU]"
"647","9.594122","157.253.212.244","190.27.43.225","TCP","54","52517  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1021 Len=0"
"648","9.601610","157.240.6.53","157.253.212.244","TCP","54","443  >  52553 [ACK] Seq=4737 Ack=888 Win=67840 Len=0"
"649","9.601610","190.27.43.225","157.253.212.244","TCP","54","443  >  52517 [FIN, ACK] Seq=1 Ack=2 Win=123 Len=0"
"650","9.601668","157.253.212.244","190.27.43.225","TCP","54","52517  >  443 [ACK] Seq=2 Ack=2 Win=1021 Len=0"
"651","9.609338","157.253.212.244","157.240.6.54","TCP","54","52552  >  5222 [ACK] Seq=787 Ack=1460 Win=66048 Len=0"
"652","10.269096","157.240.6.54","157.253.212.244","TCP","259","5222  >  52552 [PSH, ACK] Seq=1460 Ack=787 Win=67840 Len=205 [TCP segment of a reassembled PDU]"
"653","10.269096","157.240.6.54","157.253.212.244","TCP","259","[TCP Retransmission] 5222  >  52552 [PSH, ACK] Seq=1460 Ack=787 Win=67840 Len=205"
"654","10.269238","157.253.212.244","157.240.6.54","TCP","66","52552  >  5222 [ACK] Seq=787 Ack=1665 Win=65792 Len=0 SLE=1460 SRE=1665"
"655","10.311388","157.253.212.244","157.240.6.54","TCP","118","52552  >  5222 [PSH, ACK] Seq=787 Ack=1665 Win=65792 Len=64 [TCP segment of a reassembled PDU]"
"656","10.362263","157.240.6.54","157.253.212.244","TCP","54","5222  >  52552 [ACK] Seq=1665 Ack=851 Win=67840 Len=0"
"657","10.818949","157.253.212.244","13.107.6.171","TLSv1.2","188","Application Data"
"658","10.819046","157.253.212.244","13.107.6.171","TLSv1.2","100","Application Data"
"659","10.882595","13.107.6.171","157.253.212.244","TCP","54","443  >  52500 [ACK] Seq=1 Ack=135 Win=16385 Len=0"
"660","10.891732","13.107.6.171","157.253.212.244","TCP","54","443  >  52500 [ACK] Seq=1 Ack=181 Win=16385 Len=0"
"661","10.894870","13.107.6.171","157.253.212.244","TLSv1.2","100","Application Data"
"662","10.913413","13.107.6.171","157.253.212.244","TCP","1304","443  >  52500 [ACK] Seq=47 Ack=181 Win=16385 Len=1250 [TCP segment of a reassembled PDU]"
"663","10.913413","13.107.6.171","157.253.212.244","TLSv1.2","635","Application Data"
"664","10.913413","13.107.6.171","157.253.212.244","TLSv1.2","92","Application Data"
"665","10.913492","157.253.212.244","13.107.6.171","TCP","54","52500  >  443 [ACK] Seq=181 Ack=1916 Win=258 Len=0"
"666","10.914836","157.253.212.244","13.107.6.171","TLSv1.2","96","Application Data"
"667","10.969602","13.107.6.171","157.253.212.244","TCP","54","443  >  52500 [ACK] Seq=1916 Ack=223 Win=16384 Len=0"
"668","14.794083","157.253.212.244","13.107.6.171","TLSv1.2","1304","Ignored Unknown Record"
"669","14.794083","157.253.212.244","13.107.6.171","TCP","1304","[TCP segment of a reassembled PDU]"
"670","14.794083","157.253.212.244","13.107.6.171","TLSv1.2","1304","Ignored Unknown Record"
"671","14.794083","157.253.212.244","13.107.6.171","TCP","1304","52514  >  443 [ACK] Seq=3752 Ack=1 Win=256 Len=1250 [TCP segment of a reassembled PDU]"
"672","14.794083","157.253.212.244","13.107.6.171","TCP","373","52514  >  443 [PSH, ACK] Seq=5002 Ack=1 Win=256 Len=319 [TCP segment of a reassembled PDU]"
"673","14.794208","157.253.212.244","13.107.6.171","TCP","100","52514  >  443 [PSH, ACK] Seq=5321 Ack=1 Win=256 Len=46 [TCP segment of a reassembled PDU]"
"674","14.794248","157.253.212.244","13.107.6.171","TCP","1304","52514  >  443 [ACK] Seq=5367 Ack=1 Win=256 Len=1250 [TCP segment of a reassembled PDU]"
"675","14.794248","157.253.212.244","13.107.6.171","TCP","74","52514  >  443 [PSH, ACK] Seq=6617 Ack=1 Win=256 Len=20 [TCP segment of a reassembled PDU]"
"676","14.866556","13.107.6.171","157.253.212.244","TCP","54","443  >  52514 [ACK] Seq=1 Ack=1252 Win=16386 Len=0"
"677","14.867945","13.107.6.171","157.253.212.244","TCP","54","443  >  52514 [ACK] Seq=1 Ack=2502 Win=16386 Len=0"
"678","14.869666","13.107.6.171","157.253.212.244","TCP","54","443  >  52514 [ACK] Seq=1 Ack=3752 Win=16386 Len=0"
"679","14.873817","13.107.6.171","157.253.212.244","TCP","54","443  >  52514 [ACK] Seq=1 Ack=5002 Win=16386 Len=0"
"680","14.873817","13.107.6.171","157.253.212.244","TCP","54","443  >  52514 [ACK] Seq=1 Ack=5321 Win=16385 Len=0"
"681","14.873817","13.107.6.171","157.253.212.244","TCP","54","443  >  52514 [ACK] Seq=1 Ack=5367 Win=16385 Len=0"
"682","14.873817","13.107.6.171","157.253.212.244","TCP","54","443  >  52514 [ACK] Seq=1 Ack=6637 Win=16386 Len=0"
"683","14.873817","13.107.6.171","157.253.212.244","TLSv1.2","100","Application Data"
"684","14.927299","157.253.212.244","13.107.6.171","TCP","54","52514  >  443 [ACK] Seq=6637 Ack=47 Win=256 Len=0"
"685","14.983217","13.107.6.171","157.253.212.244","TLSv1.2","283","Application Data"
"686","15.036905","157.253.212.244","13.107.6.171","TCP","54","52514  >  443 [ACK] Seq=6637 Ack=276 Win=255 Len=0"
"687","15.478576","52.96.172.114","157.253.212.244","TLSv1.2","98","Application Data"
"688","15.523095","157.253.212.244","52.96.172.114","TCP","54","50971  >  443 [ACK] Seq=1 Ack=45 Win=508 Len=0"
